Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
54	24	0	0.811485575	302.115778	302.119311	302.110865	302.137673	0.0266228062	0	0	0	0	0	3
55	24	0	0.826513086	302.115758	302.118666	302.110865	302.136446	0.0255812941	0	0	0	0	0	3
56	25	0	0.841540597	302.115688	302.118056	302.110865	302.135298	0.0244329059	0	0	0	0	0	3
57	25	0	0.856568107	302.115618	302.117477	302.110865	302.13413	0.0232657168	0	0	0	0	0	3
58	25	0	0.871595618	302.115665	302.116934	302.110865	302.132949	0.0220838629	0	0	0	0	0	3
59	26	0	0.886623129	302.115679	302.116426	302.110865	302.131012	0.0201473288	0	0	0	0	0	3
60	26	0	0.901650639	302.11576	302.115977	302.110865	302.128979	0.0181138845	0	0	0	0	0	3
61	27	0	0.91667815	302.115862	302.115592	302.110865	302.126829	0.0159646942	0	0	0	0	0	3
62	27	0	0.931705661	302.116	302.115273	302.110865	302.124586	0.0137216275	0	0	0	0	0	3
63	27	0	0.946733171	302.116063	302.115022	302.110865	302.122273	0.0114087003	0	0	0	0	0	3
64	28	0	0.961760682	302.116079	302.11484	302.110865	302.118699	0.0078346946	0	0	0	0	0	3
65	28	0	0.976788193	302.116111	302.114764	302.110865	302.116111	0.00524613953	0	0	0	0	0	3
66	29	0	0.991815703	302.1161	302.114784	302.110865	302.116111	0.00524613953	0	0	0	0	0	3
67	29	0	1.00684321	302.116063	302.11488	302.110865	302.116111	0.00524613953	0.001170059	0	0	0	0	3
68	30	0	1.02187072	302.115963	302.115017	302.110865	302.116111	0.00524613953	0.001170059	0	0	0	0	3
69	30	0	1.03689824	302.115888	302.115165	302.11149	302.116111	0.00462041038	0.001170059	0	0	0	0	3
70	31	0	1.05192575	302.115845	302.115293	302.112167	302.116111	0.00394399998	0.001170059	0	0	0	0	3
71	31	0	1.06695326	302.115837	302.115401	302.112505	302.116111	0.00360601128	0.001170059	0	0	0	0	3
72	31	0	1.08198077	302.115915	302.115501	302.11257	302.116111	0.00354078859	0.001170059	0	0	0	0	3
73	32	0	1.09700828	302.11592	302.1156	302.112701	302.116111	0.00340995688	0.001170059	0	0	0	0	3
74	32	0	1.11203579	302.115969	302.115696	302.113091	302.116111	0.00301949557	0.001170059	0	0	0	0	3
75	33	0	1.1270633	302.116038	302.115783	302.11378	302.116111	0.00233125441	0.001170059	0	0	0	0	3
76	33	0	1.14209081	302.115981	302.115847	302.114501	302.116111	0.00160986402	0.001170059	0	0	0	0	3
77	33	0	1.15711832	302.116036	302.115892	302.115129	302.116111	0.000981930267	0.001170059	0	0	0	0	3
78	34	0	1.17214583	302.115978	302.115917	302.11556	302.116111	0.000551015653	0.001170059	0	0	0	0	3
79	34	0	1.18717334	302.115948	302.115929	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
80	35	0	1.20220085	302.115899	302.11593	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
81	35	0	1.21722836	302.115861	302.115926	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
82	35	0	1.23225587	302.115855	302.115919	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
83	36	0	1.24728338	302.115812	302.115911	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
84	36	0	1.2623109	302.115771	302.115901	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
85	36	0	1.27733841	302.115804	302.115894	302.115618	302.116111	0.000492540613	0.001170059	0	0	0	0	3
