Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
101	43	0	1.51777858	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
102	43	0	1.53280609	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
103	43	0	1.5478336	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
104	44	0	1.56286111	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
105	44	0	1.57788862	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
106	44	0	1.59291613	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
107	45	0	1.60794364	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
108	45	0	1.62297115	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
109	45	0	1.63799866	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
110	46	0	1.65302617	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
111	46	0	1.66805368	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
112	46	0	1.68308119	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
113	47	0	1.6981087	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
114	47	0	1.71313621	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
115	48	0	1.72816373	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
116	48	0	1.74319124	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
117	48	0	1.75821875	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
118	49	0	1.77324626	0.980034969	0.980034969	0.980034969	0.980034969	0	9.80034969e-09	0	0	0	0	3
119	49	0	1.78827377	0.980034969	0.980034969	0.980034969	0.980034969	2.22044605e-16	9.80034969e-09	0	0	0	0	3
120	49	0	1.80330128	0.980034969	0.980034969	0.980034969	0.980034969	2.22044605e-16	9.80034969e-09	0	0	0	0	3
121	50	0	1.81832879	0.980034969	0.980034969	0.980034969	0.980034969	2.22044605e-16	9.80034969e-09	0	0	0	0	3
122	50	0	1.8333563	0.980034969	0.980034969	0.980034969	0.980034969	2.22044605e-16	9.80034969e-09	0	0	0	0	3
123	50	0	1.84838381	0.980034969	0.980034969	0.980034969	0.980034969	2.22044605e-16	9.80034969e-09	0	0	0	0	3
