Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
59	26	0	0.886623129	101313.277	101313.277	101313.277	101313.277	3.62669816e-05	0	0	0	0	0	3
60	26	0	0.901650639	101313.277	101313.277	101313.277	101313.277	3.72055219e-05	0	0	0	0	0	3
61	27	0	0.91667815	101313.277	101313.277	101313.277	101313.277	3.83020961e-05	0	0	0	0	0	3
62	27	0	0.931705661	101313.277	101313.277	101313.277	101313.277	3.93998635e-05	0	0	0	0	0	3
63	27	0	0.946733171	101313.277	101313.277	101313.277	101313.277	4.05773171e-05	0	0	0	0	0	3
64	28	0	0.961760682	101313.277	101313.277	101313.277	101313.277	4.19108837e-05	0	0	0	0	0	3
65	28	0	0.976788193	101313.277	101313.277	101313.277	101313.277	4.32828674e-05	0	0	0	0	0	3
66	29	0	0.991815703	101313.277	101313.277	101313.277	101313.277	4.49008221e-05	0	0	0	0	0	3
67	29	0	1.00684321	101313.277	101313.277	101313.277	101313.277	4.59155272e-05	0.00101313277	0	0	0	0	3
68	30	0	1.02187072	101313.277	101313.277	101313.277	101313.277	4.5528257e-05	0.00101313277	0	0	0	0	3
69	30	0	1.03689824	101313.277	101313.277	101313.277	101313.277	4.34164394e-05	0.00101313277	0	0	0	0	3
70	31	0	1.05192575	101313.277	101313.277	101313.277	101313.277	4.07172192e-05	0.00101313277	0	0	0	0	3
71	31	0	1.06695326	101313.277	101313.277	101313.277	101313.277	3.79333942e-05	0.00101313277	0	0	0	0	3
72	31	0	1.08198077	101313.277	101313.277	101313.277	101313.277	3.55309166e-05	0.00101313277	0	0	0	0	3
73	32	0	1.09700828	101313.277	101313.277	101313.277	101313.277	3.09319148e-05	0.00101313277	0	0	0	0	3
74	32	0	1.11203579	101313.277	101313.277	101313.277	101313.277	1.83039519e-05	0.00101313277	0	0	0	0	3
75	33	0	1.1270633	101313.277	101313.277	101313.277	101313.277	9.98257019e-06	0.00101313277	0	0	0	0	3
76	33	0	1.14209081	101313.277	101313.277	101313.277	101313.277	7.90758349e-06	0.00101313277	0	0	0	0	3
77	33	0	1.15711832	101313.277	101313.277	101313.277	101313.277	7.90758349e-06	0.00101313277	0	0	0	0	3
78	34	0	1.17214583	101313.277	101313.277	101313.277	101313.277	6.84063707e-06	0.00101313277	0	0	0	0	3
79	34	0	1.18717334	101313.277	101313.277	101313.277	101313.277	3.99042619e-06	0.00101313277	0	0	0	0	3
80	35	0	1.20220085	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
81	35	0	1.21722836	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
82	35	0	1.23225587	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
83	36	0	1.24728338	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
84	36	0	1.2623109	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
85	36	0	1.27733841	101313.277	101313.277	101313.277	101313.277	1.87156547e-06	0.00101313277	0	0	0	0	3
86	37	0	1.29236592	101313.277	101313.277	101313.277	101313.277	2.08252459e-06	0.00101313277	0	0	0	0	3
87	37	0	1.30739343	101313.277	101313.277	101313.277	101313.277	1.80769712e-06	0.00101313277	0	0	0	0	3
88	38	0	1.32242094	101313.277	101313.277	101313.277	101313.277	1.80769712e-06	0.00101313277	0	0	0	0	3
89	38	0	1.33744845	101313.277	101313.277	101313.277	101313.277	1.80769712e-06	0.00101313277	0	0	0	0	3
90	38	0	1.35247596	101313.277	101313.277	101313.277	101313.277	1.90343417e-06	0.00101313277	0	0	0	0	3
91	39	0	1.36750347	101313.277	101313.277	101313.277	101313.277	1.68425322e-06	0.00101313277	0	0	0	0	3
92	39	0	1.38253098	101313.277	101313.277	101313.277	101313.277	1.68425322e-06	0.00101313277	0	0	0	0	3
93	39	0	1.39755849	101313.277	101313.277	101313.277	101313.277	1.68425322e-06	0.00101313277	0	0	0	0	3
94	40	0	1.412586	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
95	40	0	1.42761351	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
96	41	0	1.44264102	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
97	41	0	1.45766853	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
98	41	0	1.47269604	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
99	42	0	1.48772355	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
100	42	0	1.50275107	101313.277	101313.277	101313.277	101313.277	1.7023558e-06	0.00101313277	0	0	0	0	3
101	43	0	1.51777858	101313.277	101313.277	101313.277	101313.277	1.6848644e-06	0.00101313277	0	0	0	0	3
102	43	0	1.53280609	101313.277	101313.277	101313.277	101313.277	1.6848644e-06	0.00101313277	0	0	0	0	3
103	43	0	1.5478336	101313.277	101313.277	101313.277	101313.277	1.6848644e-06	0.00101313277	0	0	0	0	3
104	44	0	1.56286111	101313.277	101313.277	101313.277	101313.277	1.6848644e-06	0.00101313277	0	0	0	0	3
105	44	0	1.57788862	101313.277	101313.277	101313.277	101313.277	1.28847023e-06	0.00101313277	0	0	0	0	3
106	44	0	1.59291613	101313.277	101313.277	101313.277	101313.277	1.25556835e-06	0.00101313277	0	0	0	0	3
107	45	0	1.60794364	101313.277	101313.277	101313.277	101313.277	1.25556835e-06	0.00101313277	0	0	0	0	3
108	45	0	1.62297115	101313.277	101313.277	101313.277	101313.277	8.87404894e-07	0.00101313277	0	0	0	0	3
109	45	0	1.63799866	101313.277	101313.277	101313.277	101313.277	8.04007868e-07	0.00101313277	0	0	0	0	3
110	46	0	1.65302617	101313.277	101313.277	101313.277	101313.277	8.31001671e-07	0.00101313277	0	0	0	0	3
111	46	0	1.66805368	101313.277	101313.277	101313.277	101313.277	8.49191565e-07	0.00101313277	0	0	0	0	3
112	46	0	1.68308119	101313.277	101313.277	101313.277	101313.277	8.63205059e-07	0.00101313277	0	0	0	0	3
113	47	0	1.6981087	101313.277	101313.277	101313.277	101313.277	8.83461325e-07	0.00101313277	0	0	0	0	3
114	47	0	1.71313621	101313.277	101313.277	101313.277	101313.277	9.01767635e-07	0.00101313277	0	0	0	0	3
115	48	0	1.72816373	101313.277	101313.277	101313.277	101313.277	8.76141712e-07	0.00101313277	0	0	0	0	3
116	48	0	1.74319124	101313.277	101313.277	101313.277	101313.277	8.54503014e-07	0.00101313277	0	0	0	0	3
117	48	0	1.75821875	101313.277	101313.277	101313.277	101313.277	8.63845344e-07	0.00101313277	0	0	0	0	3
118	49	0	1.77324626	101313.277	101313.277	101313.277	101313.277	7.27697625e-07	0.00101313277	0	0	0	0	3
119	49	0	1.78827377	101313.277	101313.277	101313.277	101313.277	7.27697625e-07	0.00101313277	0	0	0	0	3
120	49	0	1.80330128	101313.277	101313.277	101313.277	101313.277	7.56233931e-07	0.00101313277	0	0	0	0	3
121	50	0	1.81832879	101313.277	101313.277	101313.277	101313.277	7.34435162e-07	0.00101313277	0	0	0	0	3
122	50	0	1.8333563	101313.277	101313.277	101313.277	101313.277	7.0752867e-07	0.00101313277	0	0	0	0	3
123	50	0	1.84838381	101313.277	101313.277	101313.277	101313.277	6.62446837e-07	0.00101313277	0	0	0	0	3
