Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
100	42	0	1.50275107	-9.4318503	-9.47122754	-9.78094668	-9.25014296	0.37115476	0.136794493	0	36.8	0	0	3
101	43	0	1.51777858	-9.40198187	-9.46740557	-9.78094668	-9.25014296	0.37115476	0.136794493	0	36.8	0	0	3
102	43	0	1.53280609	-9.26449386	-9.45221578	-9.69066249	-9.25014296	0.37115476	0.136794493	0	36.8	0	0	3
103	43	0	1.5478336	-9.42726446	-9.45126223	-9.69066249	-9.25014296	0.37115476	0.136794493	0	36.8	0	0	3
104	44	0	1.56286111	-9.38684091	-9.44585222	-9.69066249	-9.25014296	0.375669133	0.136794493	0	36.4	0	0	3
105	44	0	1.57788862	-9.38933234	-9.44395571	-9.69066249	-9.25014296	0.37756564	0.136794493	0	36.2	0	0	3
106	44	0	1.59291613	-9.47015489	-9.44697532	-9.69066249	-9.25014296	0.37756564	0.136794493	0	36.2	0	0	3
107	45	0	1.60794364	-9.37104467	-9.44129134	-9.69066249	-9.25014296	0.380230013	0.136794493	0	35.9	0	0	3
108	45	0	1.62297115	-9.48275601	-9.44249637	-9.69066249	-9.25014296	0.380230013	0.136794493	0	35.9	0	0	3
109	45	0	1.63799866	-9.18761626	-9.44065735	-9.69066249	-9.18761626	0.380864005	0.136794493	0	35.9	0	0	3
110	46	0	1.65302617	-9.55538776	-9.43667868	-9.68104381	-9.18761626	0.384842674	0.136794493	0	35.5	0	0	3
111	46	0	1.66805368	-9.1355542	-9.4326947	-9.68104381	-9.1355542	0.388826654	0.136794493	0	35.1	0	0	3
112	46	0	1.68308119	-9.57958034	-9.42971048	-9.62230398	-9.1355542	0.381264027	0.136794493	0	35.8	0	0	3
113	47	0	1.6981087	-9.29785228	-9.4279473	-9.62230398	-9.1355542	0.371180706	0.136794493	0	36.8	0	0	3
114	47	0	1.71313621	-9.2551716	-9.42200969	-9.62230398	-9.1355542	0.363476851	0.136794493	0	37.6	0	0	3
115	48	0	1.72816373	-9.55588325	-9.4223829	-9.62230398	-9.1355542	0.343476108	0.136794493	0	39.8	0	0	3
116	48	0	1.74319124	-9.20862477	-9.41482241	-9.62230398	-9.1355542	0.324612715	0.136794493	0	42.1	0	0	3
117	48	0	1.75821875	-9.53232634	-9.41887199	-9.62230398	-9.1355542	0.300190409	0.136794493	0	45.5	0	0	3
118	49	0	1.77324626	-9.15509658	-9.40652942	-9.62230398	-9.1355542	0.271832363	0.136794493	0	50.3	0	0	3
119	49	0	1.78827377	-9.54289171	-9.41340768	-9.62230398	-9.1355542	0.238188049	0.136794493	0	57.4	0	0	3
120	49	0	1.80330128	-9.04024814	-9.39878806	-9.62230398	-9.04024814	0.209935677	0.136794493	0	65.1	0	0	3
121	50	0	1.81832879	-9.64976484	-9.40176547	-9.64976484	-9.04024814	0.170811972	0.136794493	0	80	0	0	3
122	50	0	1.8333563	-9.21574504	-9.39597857	-9.64976484	-9.04024814	0.151670633	0.136794493	0	90.1	0	0	3
123	50	0	1.84838381	-9.49685039	-9.39412543	-9.64976484	-9.04024814	0.119610638	0.136794493	0	100	0	0	3
